,airline,embarked,destination,stops,journey_year,journey_month,journey_day,dep_hour,dep_min,departure_time,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_min,arrival_time,price,additional_info
1218,Air India,Delhi,Cochin,3 stops,2019,6,27,5,15,early morning,2022,6,28,7,40,early morning,11544,No info
1219,IndiGo,Delhi,Cochin,1 stop,2019,4,24,6,50,early morning,2022,2,16,12,10,morning,5299,No info
1220,Air Asia,Delhi,Cochin,1 stop,2019,4,27,20,45,evening,2022,4,28,7,10,early morning,6452,No info
1221,Air India,Kolkata,Banglore,non-stop,2019,9,6,14,15,After noon,2022,2,16,16,45,After noon,6246,No info
1222,Jet Airways,Mumbai,Hyderabad,non-stop,2019,3,27,19,35,evening,2022,2,16,21,5,night,2072,In-flight meal not included
1223,IndiGo,Kolkata,Banglore,non-stop,2019,5,15,9,35,morning,2022,2,16,12,20,morning,4805,No info
1224,Multiple carriers,Delhi,Cochin,1 stop,2019,6,27,7,30,early morning,2022,2,16,21,0,night,7006,No info
1225,Jet Airways,Banglore,New Delhi,1 stop,2019,3,18,5,45,early morning,2022,2,16,12,25,morning,12285,No info
1226,Air India,Kolkata,Banglore,1 stop,2019,9,5,7,0,early morning,2022,2,16,20,25,evening,10204,No info
1227,IndiGo,Delhi,Cochin,1 stop,2019,5,27,14,20,After noon,2022,2,16,22,30,night,6939,No info
1228,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,10,0,morning,2022,6,13,1,30,late night,13378,No info
1229,Multiple carriers,Delhi,Cochin,1 stop,2019,1,6,9,15,morning,2022,2,16,19,15,evening,9780,No info
1230,Air India,Chennai,Kolkata,non-stop,2019,5,15,11,40,morning,2022,2,16,13,55,After noon,4668,No info
1231,Jet Airways,Banglore,Delhi,non-stop,2019,3,4,19,50,evening,2022,2,16,22,50,night,4545,In-flight meal not included
1232,Jet Airways,Delhi,Cochin,1 stop,2019,6,27,21,50,night,2022,6,28,4,25,late night,16080,No info
1233,Jet Airways,Kolkata,Banglore,1 stop,2019,1,4,16,30,After noon,2022,4,2,19,50,evening,7065,In-flight meal not included
1234,Jet Airways,Delhi,Cochin,1 stop,2019,5,18,14,0,After noon,2022,2,16,19,0,evening,15555,No info
1235,SpiceJet,Chennai,Kolkata,non-stop,2019,5,18,9,45,morning,2022,2,16,12,0,morning,3544,No check-in baggage included
1236,Air India,Banglore,Delhi,non-stop,2019,4,18,13,20,After noon,2022,2,16,16,10,After noon,6122,No info
1237,IndiGo,Delhi,Cochin,1 stop,2019,3,27,8,25,early morning,2022,2,16,15,30,After noon,8076,No info
1238,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,11,30,morning,2022,6,4,1,30,late night,13378,No info
1239,Jet Airways,Kolkata,Banglore,1 stop,2019,5,24,14,5,After noon,2022,2,16,19,50,evening,14572,No info
1240,SpiceJet,Banglore,Delhi,non-stop,2019,4,24,5,55,early morning,2022,2,16,8,35,early morning,3920,No check-in baggage included
1241,Jet Airways,Kolkata,Banglore,1 stop,2019,3,24,18,55,evening,2022,3,25,4,45,late night,14232,No info
1242,IndiGo,Mumbai,Hyderabad,non-stop,2019,3,15,19,5,evening,2022,2,16,20,30,evening,2755,No info
1243,Air India,Delhi,Cochin,1 stop,2019,5,21,17,40,evening,2022,2,16,23,0,night,8068,No info
1244,Vistara,Kolkata,Banglore,1 stop,2019,6,5,7,10,early morning,2022,2,16,22,40,night,8453,No info
1245,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,14,5,After noon,2022,3,7,11,25,morning,15026,No info
1246,Jet Airways,Banglore,New Delhi,1 stop,2019,1,3,8,55,early morning,2022,2,16,16,10,After noon,26891,No info
1247,Jet Airways,Delhi,Cochin,1 stop,2019,6,3,13,0,After noon,2022,2,16,18,50,evening,15104,In-flight meal not included
1248,Jet Airways,Kolkata,Banglore,1 stop,2019,5,24,14,5,After noon,2022,5,25,4,40,late night,8587,In-flight meal not included
1249,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,8,25,early morning,2022,2,16,16,20,After noon,10845,In-flight meal not included
1250,Jet Airways,Delhi,Cochin,1 stop,2019,5,21,21,50,night,2022,5,22,4,25,late night,12899,In-flight meal not included
1251,Jet Airways,Kolkata,Banglore,1 stop,2019,12,5,6,30,early morning,2022,5,13,8,15,early morning,8587,In-flight meal not included
1252,Multiple carriers,Delhi,Cochin,1 stop,2019,9,6,8,30,early morning,2022,2,16,19,0,evening,11623,No info
1253,Air India,Delhi,Cochin,2 stops,2019,6,5,12,20,morning,2022,5,7,19,15,evening,13539,No info
1254,Jet Airways,Delhi,Cochin,2 stops,2019,1,6,5,30,early morning,2022,6,2,4,25,late night,13015,No info
1255,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,18,55,evening,2022,5,10,10,5,morning,13942,No info
1256,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,9,35,morning,2022,5,19,10,55,morning,14152,No info
1257,Multiple carriers,Delhi,Cochin,1 stop,2019,3,21,17,30,evening,2022,3,22,1,35,late night,13543,No info
1258,IndiGo,Delhi,Cochin,1 stop,2019,3,21,6,40,early morning,2022,2,16,22,20,night,6559,No info
1259,Air Asia,Kolkata,Banglore,1 stop,2019,5,18,7,35,early morning,2022,2,16,19,25,evening,5193,No info
1260,Vistara,Banglore,Delhi,non-stop,2019,1,6,7,0,early morning,2022,2,16,9,40,morning,4879,No info
1261,Jet Airways,Delhi,Cochin,1 stop,2019,5,27,15,0,After noon,2022,5,28,12,35,morning,12899,In-flight meal not included
1262,Air India,Delhi,Cochin,1 stop,2019,9,6,17,40,evening,2022,2,16,23,0,night,7385,No info
1263,GoAir,Banglore,Delhi,non-stop,2019,3,5,7,45,early morning,2022,2,16,10,40,morning,3899,No info
1264,Air Asia,Banglore,Delhi,non-stop,2019,6,5,23,55,night,2022,5,7,2,45,late night,3384,No info
1265,IndiGo,Delhi,Cochin,1 stop,2019,6,24,6,40,early morning,2022,2,16,21,0,night,6094,No info
1266,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,8,0,early morning,2022,2,16,19,0,evening,12193,No info
1267,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,12,50,morning,2022,6,13,1,30,late night,6796,No info
1268,Jet Airways,Banglore,New Delhi,1 stop,2019,3,18,7,0,early morning,2022,3,16,7,40,early morning,11456,No info
1269,IndiGo,Chennai,Kolkata,non-stop,2019,1,6,15,40,After noon,2022,2,16,18,25,evening,3541,No info
1270,Multiple carriers,Delhi,Cochin,1 stop,2019,5,27,9,0,morning,2022,2,16,19,15,evening,15899,No info
1271,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,10,0,morning,2022,2,16,21,0,night,9719,No info
1272,GoAir,Kolkata,Banglore,1 stop,2019,5,15,16,40,After noon,2022,5,16,0,15,late night,7832,No info
1273,IndiGo,Delhi,Cochin,1 stop,2019,3,6,8,30,early morning,2022,2,16,21,0,night,6417,No info
1274,Vistara,Chennai,Kolkata,non-stop,2019,3,27,7,5,early morning,2022,2,16,9,20,morning,3740,No info
1275,Vistara,Kolkata,Banglore,1 stop,2019,6,5,7,10,early morning,2022,2,16,23,25,night,8086,No info
1276,IndiGo,Banglore,Delhi,non-stop,2019,3,5,16,55,After noon,2022,2,16,19,55,evening,4824,No info
1277,Jet Airways,Delhi,Cochin,2 stops,2019,9,6,14,35,After noon,2022,6,10,12,35,morning,13377,No info
1278,Vistara,Kolkata,Banglore,1 stop,2019,5,15,20,20,evening,2022,5,16,10,45,morning,8453,No info
1279,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,20,0,evening,2022,6,7,22,35,night,10845,In-flight meal not included
1280,Vistara,Delhi,Cochin,non-stop,2019,3,27,6,0,early morning,2022,2,16,9,10,morning,4852,No info
1281,Multiple carriers,Delhi,Cochin,1 stop,2019,6,15,19,0,evening,2022,6,16,1,30,late night,6796,No info
1282,IndiGo,Banglore,Delhi,non-stop,2019,5,18,8,30,early morning,2022,2,16,11,20,morning,4824,No info
1283,Jet Airways,Delhi,Cochin,1 stop,2019,9,6,20,55,evening,2022,6,10,4,25,late night,10578,In-flight meal not included
1284,Jet Airways,Delhi,Cochin,1 stop,2019,3,27,20,50,evening,2022,3,28,19,45,evening,12033,No info
1285,Air Asia,Delhi,Cochin,1 stop,2019,1,6,7,55,early morning,2022,2,16,13,25,After noon,9331,No info
1286,Vistara,Kolkata,Banglore,1 stop,2019,1,4,17,0,evening,2022,2,16,22,55,night,8978,No info
1287,Multiple carriers,Delhi,Cochin,1 stop,2019,1,6,12,50,morning,2022,2,16,21,0,night,7006,No info
1288,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,14,5,After noon,2022,2,16,20,45,evening,10845,In-flight meal not included
1289,Multiple carriers,Delhi,Cochin,1 stop,2019,6,24,3,50,late night,2022,2,16,12,35,morning,12193,No info
1290,Air India,Banglore,New Delhi,non-stop,2019,3,24,10,0,morning,2022,2,16,12,45,morning,4442,No info
1291,Multiple carriers,Delhi,Cochin,1 stop,2019,9,5,10,35,morning,2022,2,16,19,15,evening,7576,No info
1292,IndiGo,Kolkata,Banglore,non-stop,2019,6,21,4,40,late night,2022,2,16,7,15,early morning,4805,No info
1293,SpiceJet,Chennai,Kolkata,non-stop,2019,6,6,9,45,morning,2022,2,16,12,0,morning,3598,No info
1294,Air India,Kolkata,Banglore,1 stop,2019,6,6,17,30,evening,2022,6,7,20,25,evening,10414,No info
1295,Jet Airways,Banglore,Delhi,non-stop,2019,9,6,6,0,early morning,2022,2,16,8,45,early morning,8017,No info
1296,Jet Airways,Kolkata,Banglore,1 stop,2019,9,6,20,0,evening,2022,6,10,12,0,morning,10845,In-flight meal not included
1297,Jet Airways,Kolkata,Banglore,1 stop,2019,12,5,16,30,After noon,2022,5,13,9,20,morning,9664,In-flight meal not included
1298,IndiGo,Delhi,Cochin,1 stop,2019,5,18,20,25,evening,2022,5,19,1,30,late night,6070,No info
1299,IndiGo,Delhi,Cochin,1 stop,2019,5,27,11,55,morning,2022,2,16,22,30,night,6443,No info
1300,Multiple carriers,Delhi,Cochin,1 stop,2019,1,6,9,0,morning,2022,2,16,21,0,night,13588,No info
1301,Air India,Mumbai,Hyderabad,non-stop,2019,9,5,19,30,evening,2022,2,16,20,45,evening,3101,No info
1302,Jet Airways,Kolkata,Banglore,1 stop,2019,5,21,6,30,early morning,2022,2,16,18,15,evening,14782,No info
1303,Jet Airways,Delhi,Cochin,1 stop,2019,5,21,21,50,night,2022,5,22,19,0,evening,12899,In-flight meal not included
1304,IndiGo,Kolkata,Banglore,non-stop,2019,6,18,14,25,After noon,2022,2,16,16,55,After noon,4805,No info
1305,SpiceJet,Kolkata,Banglore,non-stop,2019,4,15,9,0,morning,2022,2,16,11,25,morning,4175,No info
1306,IndiGo,Banglore,Delhi,non-stop,2019,5,24,23,30,night,2022,5,25,2,20,late night,4592,No info
1307,Jet Airways,Kolkata,Banglore,1 stop,2019,6,5,16,30,After noon,2022,5,7,19,50,evening,9664,In-flight meal not included
1308,Multiple carriers,Delhi,Cochin,1 stop,2019,5,15,8,45,early morning,2022,2,16,19,15,evening,8267,No info
1309,IndiGo,Banglore,Delhi,non-stop,2019,6,5,7,10,early morning,2022,2,16,10,5,morning,4824,No info
1310,Air India,Delhi,Cochin,non-stop,2019,5,21,18,5,evening,2022,2,16,21,10,night,6095,No info
1311,Jet Airways,Kolkata,Banglore,1 stop,2019,5,24,21,10,night,2022,5,25,4,40,late night,14179,No info
1312,Jet Airways,Delhi,Cochin,2 stops,2019,9,6,6,45,early morning,2022,6,10,12,35,morning,13377,No info
1313,Air India,Mumbai,Hyderabad,non-stop,2019,3,24,21,5,night,2022,2,16,22,25,night,2576,No info
1314,Vistara,Mumbai,Hyderabad,1 stop,2019,6,3,7,30,early morning,2022,2,16,19,55,evening,12396,No info
1315,IndiGo,Delhi,Cochin,1 stop,2019,3,27,9,10,morning,2022,2,16,21,0,night,10352,No info
1316,Air Asia,Kolkata,Banglore,1 stop,2019,5,21,7,35,early morning,2022,2,16,23,30,night,5193,No info
1317,Multiple carriers,Delhi,Cochin,1 stop,2019,5,15,12,50,morning,2022,2,16,21,0,night,7671,No info
1318,Air India,Banglore,New Delhi,2 stops,2019,3,18,11,5,morning,2022,3,16,22,10,night,11162,No info
1319,Jet Airways,Kolkata,Banglore,1 stop,2019,5,24,20,25,evening,2022,5,25,18,0,evening,14152,No info
1320,IndiGo,Kolkata,Banglore,1 stop,2019,6,5,15,15,After noon,2022,2,16,20,5,evening,4776,No info
1321,Air India,Delhi,Cochin,2 stops,2019,6,3,13,5,After noon,2022,3,7,9,25,morning,12866,No info
1322,Air India,Mumbai,Hyderabad,non-stop,2019,6,3,19,30,evening,2022,2,16,20,45,evening,5463,No info
1323,SpiceJet,Delhi,Cochin,1 stop,2019,9,3,6,10,early morning,2022,2,16,11,20,morning,8383,No info
1324,Jet Airways,Banglore,Delhi,non-stop,2019,4,24,17,45,evening,2022,2,16,20,45,evening,4545,In-flight meal not included
1325,Jet Airways,Banglore,Delhi,non-stop,2019,1,4,15,15,After noon,2022,2,16,18,10,evening,4545,In-flight meal not included
1326,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,16,30,After noon,2022,2,16,23,35,night,14782,No info
1327,SpiceJet,Delhi,Cochin,1 stop,2019,5,27,8,45,early morning,2022,2,16,13,15,After noon,5159,No check-in baggage included
1328,Jet Airways,Mumbai,Hyderabad,non-stop,2019,3,21,15,50,After noon,2022,2,16,17,20,evening,5679,No info
1329,Jet Airways,Delhi,Cochin,2 stops,2019,9,6,11,40,morning,2022,2,16,19,0,evening,18805,No info
1330,IndiGo,Mumbai,Hyderabad,non-stop,2019,3,6,9,10,morning,2022,2,16,10,40,morning,4050,No info
1331,IndiGo,Kolkata,Banglore,non-stop,2019,3,24,10,10,morning,2022,2,16,12,55,morning,6566,No info
1332,Jet Airways,Delhi,Cochin,1 stop,2019,5,18,18,15,evening,2022,5,19,12,35,morning,12374,In-flight meal not included
1333,Air India,Banglore,New Delhi,non-stop,2019,3,18,17,0,evening,2022,2,16,19,45,evening,4442,No info
1334,SpiceJet,Chennai,Kolkata,non-stop,2019,5,18,17,45,evening,2022,2,16,20,5,evening,3598,No info
1335,Jet Airways,Mumbai,Hyderabad,non-stop,2019,6,18,19,35,evening,2022,2,16,21,5,night,5679,No info
1336,Air India,Delhi,Cochin,2 stops,2019,9,3,9,45,morning,2022,3,10,9,25,morning,10661,No info
1337,Jet Airways,Banglore,Delhi,non-stop,2019,4,21,6,0,early morning,2022,2,16,8,45,early morning,4545,In-flight meal not included
1338,IndiGo,Banglore,Delhi,non-stop,2019,5,24,8,30,early morning,2022,2,16,11,20,morning,4824,No info
1339,Air India,Kolkata,Banglore,2 stops,2019,9,5,14,30,After noon,2022,2,16,23,15,night,14215,No info
1340,Jet Airways,Kolkata,Banglore,1 stop,2019,1,5,8,25,early morning,2022,2,16,16,20,After noon,14782,No info
1341,Multiple carriers,Delhi,Cochin,1 stop,2019,1,3,19,0,evening,2022,3,2,1,35,late night,23534,No info
1342,Jet Airways,Delhi,Cochin,1 stop,2019,9,3,19,15,evening,2022,3,10,18,50,evening,14054,In-flight meal not included
1343,Jet Airways,Delhi,Cochin,1 stop,2019,6,27,21,50,night,2022,6,28,19,0,evening,10263,In-flight meal not included
1344,IndiGo,Banglore,Delhi,non-stop,2019,6,21,20,0,evening,2022,2,16,22,50,night,4824,No info
1345,Air India,Delhi,Cochin,1 stop,2019,5,18,17,40,evening,2022,5,19,8,15,early morning,8362,No info
1346,Air India,Delhi,Cochin,2 stops,2019,9,6,5,55,early morning,2022,6,10,19,15,evening,10494,No info
1347,Multiple carriers,Delhi,Cochin,1 stop,2019,3,3,7,5,early morning,2022,2,16,13,20,After noon,17058,No info
1349,IndiGo,Delhi,Cochin,1 stop,2019,12,6,11,25,morning,2022,6,13,1,30,late night,5884,No info
1350,Jet Airways,Delhi,Cochin,1 stop,2019,5,21,11,30,morning,2022,2,16,19,0,evening,12899,In-flight meal not included
1351,Jet Airways,Delhi,Cochin,1 stop,2019,5,21,2,15,late night,2022,2,16,19,0,evening,16080,No info
1352,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,4,55,late night,2022,2,16,12,35,morning,10679,No info
1353,Air India,Banglore,New Delhi,2 stops,2019,1,3,6,45,early morning,2022,3,2,11,10,morning,21000,No info
1354,IndiGo,Banglore,New Delhi,1 stop,2019,3,21,19,35,evening,2022,3,19,0,35,late night,6576,No info
1355,Jet Airways,Delhi,Cochin,2 stops,2019,5,21,19,30,evening,2022,5,22,4,25,late night,15130,No info
1356,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,18,55,evening,2022,6,7,18,15,evening,10845,In-flight meal not included
1357,Air India,Banglore,New Delhi,1 stop,2019,3,3,9,30,morning,2022,2,16,23,45,night,11655,No info
1358,IndiGo,Kolkata,Banglore,1 stop,2019,1,4,8,10,early morning,2022,2,16,13,0,After noon,5070,No info
1359,Air India,Banglore,Delhi,non-stop,2019,1,4,6,10,early morning,2022,2,16,8,55,early morning,5177,No info
1360,Jet Airways,Delhi,Cochin,2 stops,2019,9,6,5,30,early morning,2022,6,10,4,25,late night,13293,No info
1361,IndiGo,Delhi,Cochin,1 stop,2019,6,6,2,0,late night,2022,2,16,7,45,early morning,6387,No info
1362,Jet Airways,Delhi,Cochin,2 stops,2019,5,21,13,25,After noon,2022,5,22,19,0,evening,15130,No info
1363,Air India,Kolkata,Banglore,non-stop,2019,6,3,20,45,evening,2022,2,16,23,20,night,4436,No info
1364,IndiGo,Banglore,Delhi,non-stop,2019,5,18,23,30,night,2022,5,19,2,20,late night,4592,No info
1365,Jet Airways,Banglore,New Delhi,1 stop,2019,3,21,5,45,early morning,2022,2,16,23,0,night,7833,In-flight meal not included
1366,IndiGo,Kolkata,Banglore,non-stop,2019,12,4,4,40,late night,2022,2,16,7,15,early morning,4175,No info
1367,Multiple carriers,Delhi,Cochin,1 stop,2019,3,27,7,0,early morning,2022,2,16,15,30,After noon,6149,No info
1368,Multiple carriers,Delhi,Cochin,1 stop,2019,5,27,9,15,morning,2022,2,16,19,15,evening,9150,No info
1369,Multiple carriers,Delhi,Cochin,2 stops,2019,3,27,13,5,After noon,2022,2,16,21,20,night,6129,No info
1370,IndiGo,Delhi,Cochin,1 stop,2019,3,27,16,10,After noon,2022,2,16,22,20,night,6413,No info
1371,Multiple carriers,Delhi,Cochin,1 stop,2019,5,18,8,0,early morning,2022,2,16,21,0,night,8074,No info
1372,Jet Airways,Delhi,Cochin,non-stop,2019,6,24,11,0,morning,2022,2,16,14,15,After noon,4257,In-flight meal not included
1373,Air India,Kolkata,Banglore,2 stops,2019,12,5,10,0,morning,2022,5,13,5,25,early morning,14635,No info
1374,Multiple carriers,Delhi,Cochin,1 stop,2019,5,21,13,0,After noon,2022,2,16,21,0,night,14068,No info
1375,IndiGo,Kolkata,Banglore,non-stop,2019,6,5,15,30,After noon,2022,2,16,18,5,evening,4805,No info
1376,SpiceJet,Kolkata,Banglore,non-stop,2019,4,21,17,10,evening,2022,2,16,19,40,evening,4912,No info
1377,IndiGo,Delhi,Cochin,1 stop,2019,9,6,16,10,After noon,2022,2,16,22,30,night,6413,No info
1378,SpiceJet,Chennai,Kolkata,non-stop,2019,6,15,8,20,early morning,2022,2,16,10,35,morning,3544,No check-in baggage included
1379,IndiGo,Chennai,Kolkata,non-stop,2019,6,6,11,35,morning,2022,2,16,14,0,After noon,3859,No info
1380,Air India,Kolkata,Banglore,2 stops,2019,5,15,12,0,morning,2022,5,16,7,55,early morning,9942,No info
1381,Jet Airways,Banglore,Delhi,non-stop,2019,9,4,8,20,early morning,2022,2,16,11,20,morning,7230,No info
1382,GoAir,Banglore,New Delhi,1 stop,2019,3,3,15,45,After noon,2022,2,16,20,15,evening,8353,No info
1383,Jet Airways,Kolkata,Banglore,1 stop,2019,12,5,9,35,morning,2022,2,16,22,5,night,14152,No info
1384,Multiple carriers,Delhi,Cochin,1 stop,2019,6,6,17,45,evening,2022,6,7,1,30,late night,6796,No info
1385,IndiGo,Kolkata,Banglore,non-stop,2019,3,5,20,20,evening,2022,2,16,22,55,night,4805,No info
1386,Air India,Delhi,Cochin,1 stop,2019,6,6,5,15,early morning,2022,6,7,6,50,early morning,6588,No info
1387,GoAir,Delhi,Cochin,1 stop,2019,3,4,7,25,early morning,2022,2,16,13,35,After noon,4107,No info
1388,Air India,Kolkata,Banglore,non-stop,2019,4,18,14,15,After noon,2022,2,16,16,45,After noon,5511,No info
1389,Jet Airways,Delhi,Cochin,2 stops,2019,9,5,9,40,morning,2022,2,16,19,0,evening,15130,No info
1390,Jet Airways,Delhi,Cochin,2 stops,2019,9,5,9,40,morning,2022,5,10,4,25,late night,13030,In-flight meal not included
1391,IndiGo,Delhi,Cochin,1 stop,2019,6,15,7,15,early morning,2022,2,16,12,30,morning,6583,No info
1392,Multiple carriers,Delhi,Cochin,1 stop,2019,6,27,17,45,evening,2022,6,28,1,30,late night,5798,In-flight meal not included
1393,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,20,25,evening,2022,6,13,10,55,morning,12693,No info
1394,SpiceJet,Chennai,Kolkata,non-stop,2019,3,27,8,20,early morning,2022,2,16,10,35,morning,3333,No check-in baggage included
1395,Air India,Kolkata,Banglore,2 stops,2019,9,6,12,0,morning,2022,6,10,7,55,early morning,10152,No info
1396,IndiGo,Delhi,Cochin,1 stop,2019,6,4,2,0,late night,2022,2,16,7,25,early morning,5047,No info
1397,Air India,Delhi,Cochin,1 stop,2019,6,15,6,10,early morning,2022,2,16,23,0,night,8908,No info
1398,Air India,Banglore,Delhi,non-stop,2019,6,5,21,5,night,2022,2,16,23,55,night,5229,No info
1399,IndiGo,Delhi,Cochin,1 stop,2019,3,3,5,35,early morning,2022,2,16,10,10,morning,13754,No info
1400,Jet Airways,Banglore,New Delhi,1 stop,2019,9,3,8,55,early morning,2022,2,16,21,20,night,11088,In-flight meal not included
1401,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,14,5,After noon,2022,2,16,23,35,night,14782,No info
1402,IndiGo,Kolkata,Banglore,non-stop,2019,6,5,11,30,morning,2022,2,16,14,5,After noon,5225,No info
1403,Jet Airways,Banglore,Delhi,non-stop,2019,6,5,15,15,After noon,2022,2,16,18,10,evening,3703,In-flight meal not included
1404,IndiGo,Mumbai,Hyderabad,non-stop,2019,3,18,19,5,evening,2022,2,16,20,30,evening,2755,No info
1405,Air Asia,Banglore,Delhi,non-stop,2019,5,24,11,10,morning,2022,2,16,13,55,After noon,3384,No info
1406,Air India,Banglore,Delhi,non-stop,2019,4,15,13,20,After noon,2022,2,16,16,10,After noon,5229,No info
1407,IndiGo,Delhi,Cochin,1 stop,2019,5,27,20,25,evening,2022,5,28,1,30,late night,5055,No info
1408,Jet Airways,Banglore,New Delhi,1 stop,2019,3,18,8,55,early morning,2022,2,16,19,10,evening,13556,No info
1409,Multiple carriers,Delhi,Cochin,1 stop,2019,1,6,17,0,evening,2022,6,2,1,30,late night,7409,No info
1410,IndiGo,Kolkata,Banglore,non-stop,2019,5,24,14,25,After noon,2022,2,16,16,55,After noon,5225,No info
1411,IndiGo,Banglore,New Delhi,1 stop,2019,1,3,12,10,morning,2022,2,16,17,5,evening,9695,No info
1412,IndiGo,Delhi,Cochin,1 stop,2019,3,21,17,10,evening,2022,3,22,1,35,late night,7319,No info
1413,IndiGo,Delhi,Cochin,1 stop,2019,5,21,7,35,early morning,2022,2,16,12,10,morning,5055,No info
1414,Jet Airways,Banglore,Delhi,non-stop,2019,1,5,18,55,evening,2022,2,16,22,0,night,4031,In-flight meal not included
1415,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,8,0,early morning,2022,2,16,18,25,evening,16737,No info
